10NN0001:D29P8ACXX:5:250201649,Mo17
10NN0003:D29P8ACXX:5:250201650,Mo17
10NN0005:D29P8ACXX:5:250201651,Mo17
10NN0007:D29P8ACXX:5:250201652,Mo17
10NN0009:D29P8ACXX:5:250201653,Mo17
10NN0011:D29P8ACXX:5:250201654,Mo17
10NN0013:D29P8ACXX:5:250201655,Mo17
10NN0015:D29P8ACXX:5:250201656,Mo17
10NN0017:D29P8ACXX:5:250201657,Mo17
10NN0019:D29P8ACXX:5:250201658,Mo17
10NN0021:D29P8ACXX:5:250201659,Mo17
10NN0023:D29P8ACXX:5:250201660,Mo17
10NN0025:D29P8ACXX:5:250201661,Mo17
10NN0027:D29P8ACXX:5:250201662,Mo17
10NN0031:D29P8ACXX:5:250201664,Mo17
10NN0033:D29P8ACXX:5:250201665,Mo17
10NN0035:D29P8ACXX:5:250201666,Mo17
10NN0037:D29P8ACXX:5:250201667,Mo17
10NN0039:D29P8ACXX:5:250201668,Mo17
10NN0041:D29P8ACXX:5:250201669,Mo17
10NN0043:D29P8ACXX:5:250201670,Mo17
10NN0045:D29P8ACXX:5:250201671,Mo17
10NN0047:D29P8ACXX:5:250201672,Mo17
10NN0049:D29P8ACXX:5:250201673,Mo17
10NN0051:D29P8ACXX:5:250201674,Mo17
10NN0053:D29P8ACXX:5:250201675,Mo17
10NN0055:D29P8ACXX:5:250201676,Mo17
10NN0057:D29P8ACXX:5:250201677,Mo17
10NN0059:D29P8ACXX:5:250201678,Mo17
10NN0061:D29P8ACXX:5:250201679,Mo17
10NN0067:D29P8ACXX:5:250201682,Mo17
10NN0069:D29P8ACXX:5:250201683,Mo17
10NN0071:D29P8ACXX:5:250201684,Mo17
10NN0073:D29P8ACXX:5:250201685,Mo17
10NN0075:D29P8ACXX:5:250201686,Mo17
10NN0077:D29P8ACXX:5:250201687,Mo17
10NN0079:D29P8ACXX:5:250201688,Mo17
10NN0081:D29P8ACXX:5:250201689,Mo17
10NN0085:D29P8ACXX:5:250201691,Mo17
10NN0087:D29P8ACXX:5:250201692,Mo17
10NN0089:D29P8ACXX:5:250201693,Mo17
10NN0091:D29P8ACXX:5:250201694,Mo17
10NN0093:D29P8ACXX:5:250201695,Mo17
10NN0095:D29P8ACXX:5:250201696,Mo17
10NN0097:D29P8ACXX:5:250201697,Mo17
10NN0099:D29P8ACXX:5:250201698,Mo17
10NN0101:D29P8ACXX:5:250201699,Mo17
10NN0103:D29P8ACXX:5:250201700,Mo17
10NN0105:D29P8ACXX:5:250201701,Mo17
10NN0107:D29P8ACXX:5:250201702,Mo17
10NN0109:D29P8ACXX:5:250201703,Mo17
10NN0111:D29P8ACXX:5:250201850,Mo17
10NN0113:D29P8ACXX:5:250201705,Mo17
10NN0115:D29P8ACXX:5:250201706,Mo17
10NN0117:D29P8ACXX:5:250201707,Mo17
10NN0119:D29P8ACXX:5:250201708,Mo17
10NN0121:D29P8ACXX:5:250201709,Mo17
10NN0123:D29P8ACXX:5:250201710,Mo17
10NN0125:D29P8ACXX:5:250201711,Mo17
10NN0127:D29P8ACXX:5:250201712,Mo17
10NN0129:D29P8ACXX:5:250201713,Mo17
10NN0133:D29P8ACXX:5:250201715,Mo17
10NN0135:D29P8ACXX:5:250201716,Mo17
10NN0137:D29P8ACXX:5:250201717,Mo17
10NN0139:D29P8ACXX:5:250201718,Mo17
10NN0143:D29P8ACXX:5:250201720,Mo17
10NN0145:D29P8ACXX:5:250201721,Mo17
10NN0147:D29P8ACXX:5:250201722,Mo17
10NN0149:D29P8ACXX:5:250201723,Mo17
10NN0151:D29P8ACXX:5:250201724,Mo17
10NN0155:D29P8ACXX:5:250201726,Mo17
10NN0157:D29P8ACXX:5:250201727,Mo17
10NN0159:D29P8ACXX:5:250201728,Mo17
10NN0161:D29P8ACXX:5:250201729,Mo17
10NN0163:D29P8ACXX:5:250201730,Mo17
10NN0165:D29P8ACXX:5:250201731,Mo17
10NN0167:D29P8ACXX:5:250201732,Mo17
10NN0169:D29P8ACXX:5:250201733,Mo17
10NN0171:D29P8ACXX:5:250201734,Mo17
10NN0173:D29P8ACXX:5:250201735,Mo17
10NN0175:D29P8ACXX:5:250201736,Mo17
10NN0177:D29P8ACXX:5:250201737,Mo17
10NN0179:D29P8ACXX:5:250201738,Mo17
10NN0181:D29P8ACXX:5:250201739,Mo17
10NN0185:D29P8ACXX:5:250201741,Mo17
10NN0187:D29P8ACXX:5:250201742,Mo17
10NN0189:D29P8ACXX:5:250201743,Mo17
10NN0191:D29P8ACXX:5:250201744,Mo17
10NN0193:D29P8ACXX:5:250201776,Mo17
10NN0195:D29P8ACXX:5:250201777,Mo17
10NN0197:D29P8ACXX:5:250201778,Mo17
10NN0199:D29P8ACXX:5:250201779,Mo17
10NN0201:D29P8ACXX:5:250201780,Mo17
10NN0205:D29P8ACXX:5:250201782,Mo17
10NN0207:D29P8ACXX:5:250201783,Mo17
10NN0209:D29P8ACXX:5:250201784,Mo17
10NN0211:D29P8ACXX:5:250201785,Mo17
10NN0215:D29P8ACXX:5:250201787,Mo17
10NN0219:D29P8ACXX:5:250201789,Mo17
10NN0221:D29P8ACXX:5:250201790,Mo17
10NN0223:D29P8ACXX:5:250201791,Mo17
10NN0225:D29P8ACXX:5:250201792,Mo17
10NN0227:D29P8ACXX:5:250201793,Mo17
10NN0229:D29P8ACXX:5:250201794,Mo17
10NN0231:D29P8ACXX:5:250201795,Mo17
10NN0233:D29P8ACXX:5:250201796,Mo17
10NN0237:D29P8ACXX:5:250201798,Mo17
10NN0239:D29P8ACXX:5:250201799,Mo17
10NN0241:D29P8ACXX:5:250201800,Mo17
10NN0243:D29P8ACXX:5:250201801,Mo17
10NN0245:D29P8ACXX:5:250201802,Mo17
10NN0247:D29P8ACXX:5:250201803,Mo17
10NN0249:D29P8ACXX:5:250201804,Mo17
10NN0251:D29P8ACXX:5:250201805,Mo17
10NN0253:D29P8ACXX:5:250201806,Mo17
10NN0255:D29P8ACXX:5:250201807,Mo17
10NN0257:D29P8ACXX:5:250201808,Mo17
10NN0259:D29P8ACXX:5:250201809,Mo17
10NN0261:D29P8ACXX:5:250201810,Mo17
10NN0263:D29P8ACXX:5:250201811,Mo17
10NN0265:D29P8ACXX:5:250201812,Mo17
10NN0269:D29P8ACXX:5:250201814,Mo17
10NN0271:D29P8ACXX:5:250201815,Mo17
10NN0279:D29P8ACXX:5:250201819,Mo17
10NN0281:D29P8ACXX:5:250201820,Mo17
10NN0283:D29P8ACXX:5:250201821,Mo17
10NN0285:D29P8ACXX:5:250201822,Mo17
10NN0287:D29P8ACXX:5:250201823,Mo17
10NN0289:D29P8ACXX:5:250201824,Mo17
10NN0291:D29P8ACXX:5:250201825,Mo17
10NN0293:D29P8ACXX:5:250201826,Mo17
10NN0295:D29P8ACXX:5:250201827,Mo17
10NN0299:D29P8ACXX:5:250201829,Mo17
10NN0301:D29P8ACXX:5:250201830,Mo17
10NN0305:D29P8ACXX:5:250201832,Mo17
10NN0307:D29P8ACXX:5:250201833,Mo17
10NN0309:D29P8ACXX:5:250201834,Mo17
10NN0311:D29P8ACXX:5:250201835,Mo17
10NN0313:D29P8ACXX:5:250201836,Mo17
10NN0315:D29P8ACXX:5:250201837,Mo17
10NN0317:D29P8ACXX:5:250201838,Mo17
