10NN0319:D29P8ACXX:5:250201839,Mo17
10NN0321:D29P8ACXX:5:250201840,Mo17
10NN0323:D29P8ACXX:5:250201841,Mo17
10NN0325:D29P8ACXX:5:250201842,Mo17
10NN0327:D29P8ACXX:5:250201843,Mo17
10NN0329:D29P8ACXX:5:250201844,Mo17
10NN0331:D29P8ACXX:5:250201845,Mo17
10NN0333:D29P8ACXX:5:250201846,Mo17
10NN0335:D29P8ACXX:5:250201847,Mo17
10NN0339:D29P8ACXX:5:250201849,Mo17
10NN0343:D29P8ACXX:5:250201851,Mo17
10NN0347:D29P8ACXX:5:250201853,Mo17
10NN0349:D29P8ACXX:5:250201854,Mo17
10NN0351:D29P8ACXX:5:250201855,Mo17
10NN0353:D29P8ACXX:5:250201856,Mo17
10NN0355:D29P8ACXX:5:250201857,Mo17
10NN0357:D29P8ACXX:5:250201858,Mo17
10NN0359:D29P8ACXX:5:250201859,Mo17
10NN0361:D29P8ACXX:5:250201860,Mo17
10NN0365:D29P8ACXX:5:250201862,Mo17
10NN0367:D29P8ACXX:5:250201863,Mo17
10NN0369:D29P8ACXX:5:250201864,Mo17
10NN0371:D29P8ACXX:5:250201865,Mo17
10NN0373:D29P8ACXX:5:250201866,Mo17
10NN0379:D29P8ACXX:5:250201869,Mo17
10NN0381:D29P8ACXX:5:250201870,Mo17
10NN0383:D29P8ACXX:5:250201871,Mo17
10NN0385:D29P8ACXX:5:250201903,Mo17
10NN0387:D29P8ACXX:5:250201904,Mo17
10NN0389:D29P8ACXX:5:250201905,Mo17
10NN0391:D29P8ACXX:5:250201906,Mo17
10NN0393:D29P8ACXX:5:250201907,Mo17
10NN0395:D29P8ACXX:5:250201908,Mo17
10NN0397:D29P8ACXX:5:250201909,Mo17
10NN0399:D29P8ACXX:5:250201910,Mo17
10NN0401:D29P8ACXX:5:250201911,Mo17
10NN0403:D29P8ACXX:5:250201867,Mo17
10NN0405:D29P8ACXX:5:250201913,Mo17
10NN0407:D29P8ACXX:5:250201914,Mo17
10NN0409:D29P8ACXX:5:250201915,Mo17
10NN0411:D29P8ACXX:5:250201916,Mo17
10NN0413:D29P8ACXX:5:250201917,Mo17
10NN0415:D29P8ACXX:5:250201918,Mo17
10NN0417:D29P8ACXX:5:250201919,Mo17
10NN0419:D29P8ACXX:5:250201920,Mo17
10NN0421:D29P8ACXX:5:250201921,Mo17
10NN0423:D29P8ACXX:5:250201922,Mo17
10NN0425:D29P8ACXX:5:250201923,Mo17
10NN0427:D29P8ACXX:5:250201924,Mo17
10NN0429:D29P8ACXX:5:250201925,Mo17
10NN0431:D29P8ACXX:5:250201926,Mo17
10NN0433:D29P8ACXX:5:250201927,Mo17
10NN0435:D29P8ACXX:5:250201928,Mo17
10NN0441:D29P8ACXX:5:250201931,Mo17
10NN0443:D29P8ACXX:5:250201932,Mo17
10NN0445:D29P8ACXX:5:250201933,Mo17
10NN0447:D29P8ACXX:5:250201934,Mo17
10NN0449:D29P8ACXX:5:250201935,Mo17
10NN0451:D29P8ACXX:5:250201936,Mo17
10NN0453:D29P8ACXX:5:250201937,Mo17
10NN0455:D29P8ACXX:5:250201938,Mo17
10NN0457:D29P8ACXX:5:250201939,Mo17
10NN0459:D29P8ACXX:5:250201940,Mo17
10NN0461:D29P8ACXX:5:250201941,Mo17
10NN0463:D29P8ACXX:5:250201942,Mo17
10NN0465:D29P8ACXX:5:250201943,Mo17
10NN0467:D29P8ACXX:5:250201944,Mo17
10NN0469:D29P8ACXX:5:250201945,Mo17
10NN0471:D29P8ACXX:5:250201946,Mo17
10NN0473:D29P8ACXX:5:250201947,Mo17
10NN0475:D29P8ACXX:5:250201948,Mo17
10NN0477:D29P8ACXX:5:250201949,Mo17
10NN0479:D29P8ACXX:5:250201950,Mo17
10NN0481:D29P8ACXX:5:250201951,Mo17
10NN0483:D29P8ACXX:5:250201952,Mo17
10NN0485:D29P8ACXX:5:250201953,Mo17
10NN0487:D29P8ACXX:5:250201954,Mo17
10NN0489:D29P8ACXX:5:250201955,Mo17
10NN0491:D29P8ACXX:5:250201956,Mo17
10NN0493:D29P8ACXX:5:250201957,Mo17
10NN0495:D29P8ACXX:5:250201958,Mo17
10NN0497:D29P8ACXX:5:250201959,Mo17
10NN0499:D29P8ACXX:5:250201960,Mo17
10NN0501:D29P8ACXX:5:250201961,Mo17
10NN0503:D29P8ACXX:5:250201962,Mo17
10NN0505:D29P8ACXX:5:250201963,Mo17
10NN0507:D29P8ACXX:5:250201964,Mo17
10NN0509:D29P8ACXX:5:250201965,Mo17
10NN0511:D29P8ACXX:5:250201966,Mo17
10NN0513:D29P8ACXX:5:250201967,Mo17
10NN0515:D29P8ACXX:5:250201968,Mo17
10NN0517:D29P8ACXX:5:250201969,Mo17
10NN0519:D29P8ACXX:5:250201970,Mo17
10NN0523:D29P8ACXX:5:250201972,Mo17
10NN0525:D29P8ACXX:5:250201973,Mo17
10NN0529:D29P8ACXX:5:250201975,Mo17
10NN0531:D29P8ACXX:5:250201976,Mo17
10NN0533:D29P8ACXX:5:250201977,Mo17
10NN0535:D29P8ACXX:5:250201978,Mo17
10NN0537:D29P8ACXX:5:250201979,Mo17
10NN0539:D29P8ACXX:5:250201980,Mo17
10NN0541:D29P8ACXX:5:250201981,Mo17
10NN0543:D29P8ACXX:5:250201982,Mo17
10NN0545:D29P8ACXX:5:250201983,Mo17
10NN0547:D29P8ACXX:5:250201984,Mo17
10NN0549:D29P8ACXX:5:250201985,Mo17
10NN0551:D29P8ACXX:5:250201986,Mo17
10NN0553:D29P8ACXX:5:250201987,Mo17
10NN0555:D29P8ACXX:5:250201988,Mo17
10NN0557:D29P8ACXX:5:250201989,Mo17
10NN0559:D29P8ACXX:5:250201990,Mo17
10NN0561:D29P8ACXX:5:250201991,Mo17
10NN0563:D29P8ACXX:5:250201992,Mo17
10NN0565:D29P8ACXX:5:250201993,Mo17
10NN0567:D29P8ACXX:5:250201994,Mo17
10NN0569:D29P8ACXX:5:250201995,Mo17
10NN0571:D29P8ACXX:5:250201996,Mo17
10NN0573:D29P8ACXX:5:250201997,Mo17
10NN0575:D29P8ACXX:5:250201998,Mo17
10NN0577:D29P8ACXX:5:250202030,Mo17
10NN0579:D29P8ACXX:5:250202031,Mo17
10NN0581:D29P8ACXX:5:250202032,Mo17
10NN0585:D29P8ACXX:5:250202034,Mo17
10NN0587:D29P8ACXX:5:250202035,Mo17
10NN0589:D29P8ACXX:5:250202036,Mo17
10NN0591:D29P8ACXX:5:250202037,Mo17
10NN0593:D29P8ACXX:5:250202038,Mo17
10NN0595:D29P8ACXX:5:250202039,Mo17
10NN0597:D29P8ACXX:5:250202040,Mo17
10NN0599:D29P8ACXX:5:250202041,Mo17
10NN0601:D29P8ACXX:5:250202042,Mo17
10NN0603:D29P8ACXX:5:250202043,Mo17
10NN0605:D29P8ACXX:5:250202044,Mo17
10NN0607:D29P8ACXX:5:250202045,Mo17
10NN0609:D29P8ACXX:5:250202046,Mo17
10NN0611:D29P8ACXX:5:250202047,Mo17
10NN0613:D29P8ACXX:5:250202048,Mo17
10NN0615:D29P8ACXX:5:250202049,Mo17
10NN0617:D29P8ACXX:5:250202050,Mo17
10NN0619:D29P8ACXX:5:250202051,Mo17
10NN0621:D29P8ACXX:5:250202052,Mo17
10NN0623:D29P8ACXX:5:250202053,Mo17
10NN0625:D29P8ACXX:5:250202054,Mo17
10NN0627:D29P8ACXX:5:250202055,Mo17
10NN0629:D29P8ACXX:5:250202056,Mo17
10NN0631:D29P8ACXX:5:250202057,Mo17
10NN0633:D29P8ACXX:5:250202058,Mo17
10NN0635:D29P8ACXX:5:250202059,Mo17
10NN0637:D29P8ACXX:5:250202060,Mo17
10NN0639:D29P8ACXX:5:250202061,Mo17
10NN0641:D29P8ACXX:5:250202062,Mo17
10NN0643:D29P8ACXX:5:250202063,Mo17
10NN0645:D29P8ACXX:5:250202064,Mo17
10NN0647:D29P8ACXX:5:250202065,Mo17
10NN0649:D29P8ACXX:5:250202066,Mo17
10NN0651:D29P8ACXX:5:250202067,Mo17
10NN0653:D29P8ACXX:5:250202068,Mo17
10NN0657:D29P8ACXX:5:250202070,Mo17
10NN0659:D29P8ACXX:5:250202071,Mo17
10NN0661:D29P8ACXX:5:250202072,Mo17
10NN0663:D29P8ACXX:5:250202073,Mo17
10NN0665:D29P8ACXX:5:250202074,Mo17
10NN0667:D29P8ACXX:5:250202075,Mo17
10NN0669:D29P8ACXX:5:250202076,Mo17
10NN0671:D29P8ACXX:5:250202077,Mo17
10NN0673:D29P8ACXX:5:250202078,Mo17
10NN0675:D29P8ACXX:5:250202079,Mo17
10NN0677:D29P8ACXX:5:250202080,Mo17
10NN0679:D29P8ACXX:5:250202081,Mo17
10NN0681:D29P8ACXX:5:250202082,Mo17
10NN0683:D29P8ACXX:5:250202083,Mo17
10NN0685:D29P8ACXX:5:250202084,Mo17
10NN0687:D29P8ACXX:5:250202085,Mo17
10NN0695:D29P8ACXX:5:250202089,Mo17
10NN0699:D29P8ACXX:5:250202091,Mo17
10NN0701:D29P8ACXX:5:250202092,Mo17
10NN0703:D29P8ACXX:5:250202093,Mo17
10NN0709:D29P8ACXX:5:250202096,Mo17
10NN0711:D29P8ACXX:5:250202097,Mo17
10NN0717:D29P8ACXX:5:250202100,Mo17
10NN0723:D29P8ACXX:5:250202103,Mo17
10NN0725:D29P8ACXX:5:250202104,Mo17
10NN0727:D29P8ACXX:5:250202105,Mo17
10NN0731:D29P8ACXX:5:250202107,Mo17
10NN0735:D29P8ACXX:5:250202109,Mo17
10NN0737:D29P8ACXX:5:250202110,Mo17
10NN0739:D29P8ACXX:5:250202111,Mo17
10NN0741:D29P8ACXX:5:250202112,Mo17
10NN0743:D29P8ACXX:5:250202113,Mo17
10NN0745:D29P8ACXX:5:250202114,Mo17
10NN0747:D29P8ACXX:5:250202115,Mo17
10NN0749:D29P8ACXX:5:250202116,Mo17
10NN0751:D29P8ACXX:5:250202117,Mo17
10NN0753:D29P8ACXX:5:250202118,Mo17
10NN0755:D29P8ACXX:5:250202119,Mo17
10NN0757:D29P8ACXX:5:250201868,Mo17
10NN0757:D29P8ACXX:5:250202120,Mo17
10NN0759:D29P8ACXX:5:250202121,Mo17
10NN0761:D29P8ACXX:5:250202122,Mo17
10NN0763:D29P8ACXX:5:250202123,Mo17
10NN0765:D29P8ACXX:5:250202124,Mo17
10NN0767:D29P8ACXX:5:250202125,Mo17
