,10NN0065:D25PAACXX:3:250184947,10NN0065:D25PAACXX:3:250184960,10NN0273:D25PAACXX:3:250184953,10NN0437:D25PAACXX:3:250184955,10NN0439:D25PAACXX:3:250184957,10NN0451:D25PAACXX:3:250184948,10NN0451:D25PAACXX:3:250184959,10NN0527:D25PAACXX:3:250184956,10NN0583:C25A5ACXX:7:250185066,10NN0655:D25PAACXX:3:250184954,10NN0739:D25PAACXX:3:250184949,10NN0769:C25A5ACXX:7:250184997,10NN0771:C25A5ACXX:7:250184998,10NN0773:C25A5ACXX:7:250184999,10NN0775:C25A5ACXX:7:250185000,10NN0777:C25A5ACXX:7:250185001,10NN0779:C25A5ACXX:7:250185002,10NN0781:C25A5ACXX:7:250185003,10NN0783:C25A5ACXX:7:250185004,10NN0785:C25A5ACXX:7:250185005,10NN0787:C25A5ACXX:7:250185006,10NN0789:C25A5ACXX:7:250185007,10NN0791:C25A5ACXX:7:250185008,10NN0793:C25A5ACXX:7:250185009,10NN0795:C25A5ACXX:7:250185010,10NN0797:C25A5ACXX:7:250185011,10NN0799:C25A5ACXX:7:250185012,10NN0801:C25A5ACXX:7:250185013,10NN0803:C25A5ACXX:7:250185014,10NN0805:C25A5ACXX:7:250185015,10NN0807:C25A5ACXX:7:250185016,10NN0809:C25A5ACXX:7:250185017,10NN0811:C25A5ACXX:7:250185018,10NN0813:C25A5ACXX:7:250185019,10NN0815:C25A5ACXX:7:250185020,10NN0817:C25A5ACXX:7:250185021,10NN0819:C25A5ACXX:7:250185022,10NN0821:C25A5ACXX:7:250185023,10NN0823:C25A5ACXX:7:250185024,10NN0825:C25A5ACXX:7:250185025,10NN0827:C25A5ACXX:7:250185026,10NN0829:C25A5ACXX:7:250185027,10NN0831:C25A5ACXX:7:250185028,10NN0833:C25A5ACXX:7:250185029,10NN0835:C25A5ACXX:7:250185030,10NN0837:C25A5ACXX:7:250185031,10NN0839:C25A5ACXX:7:250185032,10NN0841:C25A5ACXX:7:250185033,10NN0843:C25A5ACXX:7:250185034,10NN0845:C25A5ACXX:7:250185035,10NN0847:C25A5ACXX:7:250185036,10NN0849:C25A5ACXX:7:250185037,10NN0851:C25A5ACXX:7:250185038,10NN0853:C25A5ACXX:7:250185039,10NN0855:C25A5ACXX:7:250185040,10NN0857:C25A5ACXX:7:250185041,10NN0859:C25A5ACXX:7:250185042,10NN0861:C25A5ACXX:7:250185043,10NN0863:C25A5ACXX:7:250185044,10NN0865:C25A5ACXX:7:250185045,10NN0867:C25A5ACXX:7:250185046,10NN0869:C25A5ACXX:7:250185047,10NN0871:C25A5ACXX:7:250185048,10NN0873:C25A5ACXX:7:250185049,10NN0875:C25A5ACXX:7:250185050,10NN0877:C25A5ACXX:7:250185051,10NN0879:C25A5ACXX:7:250185052,10NN0881:C25A5ACXX:7:250185053,10NN0883:C25A5ACXX:7:250185054,10NN0885:C25A5ACXX:7:250185055,10NN0887:C25A5ACXX:7:250185056,10NN0889:C25A5ACXX:7:250185057,10NN0891:C25A5ACXX:7:250185058,10NN0893:C25A5ACXX:7:250185059,10NN0895:C25A5ACXX:7:250185060,10NN0897:C25A5ACXX:7:250185061,10NN0899:C25A5ACXX:7:250185062,10NN0901:C25A5ACXX:7:250185063,10NN0903:C25A5ACXX:7:250185064,10NN0905:C25A5ACXX:7:250185065,10NN521:D25PAACXX:3:250184958
HP301,0.04530862518180582,0.06008642970000733,0.050364657995793614,0.031033075578901108,0.03221860645188293,0.028999989536355932,0.029870564722870387,0.02819533530747418,0.028236143519342047,0.03295629335872511,0.06284778536973286,0.05069740187717774,0.0477613033515052,0.030188659502558363,0.045622534503866316,0.03869037030836359,0.042283585681549454,0.030797643587355733,0.034102062384245936,0.034420157163933915,0.04886103234312382,0.03152172775690862,0.05175841538574224,0.0444861827580073,0.028148248909165105,0.04553882535131685,0.031784365223032573,0.0319256244179598,0.04874802498718204,0.03925540708807249,0.06064728102208875,0.053762203224895104,0.058299239293076205,0.04759807050403374,0.0397608010965899,0.027602046688779833,0.03013843401102868,0.03972313197794264,0.04426330713934435,0.03849574652868608,0.03281921962142536,0.05130324686875451,0.03703083635907041,0.035550230723351714,0.04045977252037795,0.0446515083342925,0.04552522261402756,0.03264866222310582,0.04631941319884063,0.04037606336782848,0.033475290104531805,0.0483891219956262,0.03123293118061296,0.05554206908097814,0.039556760037250574,0.04017934685933723,0.05188607184338018,0.04753738136843537,0.03346378009605625,0.03052872793479057,0.052432274063765445,0.04564450815641055,0.04365850851217445,0.05009051052119411,0.03826973181680252,0.03374525212150384,0.04108654480009208,0.037807238748966715,0.037875252435413155,0.04583494647846059,0.03862444935073089,0.036032604714918016,0.0466113488683569,0.03367409934183679,0.0348104510876958,0.039555713672843704,0.037823980579476606,0.032556582155301404,0.054422459165629024,0.050776925572099736,0.036254433969174105
Il14H,0.05011771599577269,0.06648390168360033,0.05661249986920445,0.03531375236739947,0.036116313867467484,0.03179064340947378,0.03339367368079607,0.031916207138297986,0.03160229781623748,0.037146982808232795,0.06981552595506911,0.05703209199635865,0.05371720955539976,0.03345436281639444,0.05114943130094487,0.04354968661386014,0.04740449308876309,0.03451851541817953,0.03727463926587073,0.03805731984220825,0.05501574778432337,0.0348700938588873,0.05775722253031841,0.05003714593644382,0.03191202168067051,0.05068170641107472,0.03569148991827894,0.0352038841046783,0.05502097960635771,0.04399125239355858,0.06722368131925624,0.06036580899664117,0.06525128441230943,0.05302242358923919,0.04386673502914125,0.030531867028011174,0.03338425640113426,0.04302650441042598,0.04895311241092823,0.04289047703753309,0.036692860655651936,0.05682072638617125,0.04122361853739183,0.04043570613901998,0.04475300568175873,0.04968975295336354,0.05017945149577792,0.03742426937605291,0.052303571241720644,0.04580774100388201,0.03801755799474725,0.053451432996055204,0.034058115079157465,0.061243708734003706,0.04474149567328318,0.04400590149525474,0.056670049911582206,0.05364919586895332,0.037188837384507525,0.03385930584185248,0.057314610386213105,0.051307432326381984,0.04920947169061097,0.056180351369167825,0.04202931913068045,0.03743682574893532,0.045151670520775566,0.042240684740867854,0.04249495129173686,0.05080622377549205,0.042278353859515116,0.04064079356276617,0.05165691803827601,0.038279149096464335,0.03880547039311911,0.043837436825748935,0.04205652460525903,0.035954127384402894,0.060677625589887936,0.05692536282685808,0.04083646370685055
Ki11,0.04258389226632067,0.056256735970869214,0.04672749531751928,0.028311481756636565,0.03148301227385449,0.027451370214190793,0.028511337358348418,0.025412005985204406,0.02515355397670793,0.03016982494323473,0.05915307264908077,0.046831085393799245,0.04432190354612898,0.026487668595465058,0.04226370475781896,0.03594994192677542,0.03947305088470111,0.027860498697276314,0.030417813307662526,0.031129341104332995,0.04536826795299731,0.028150341637978842,0.04877313773294688,0.04115979030857286,0.0248637110360054,0.04170494616455127,0.028712239324467138,0.02926367336688675,0.04556498446148856,0.03574590086743609,0.05681340183532317,0.049963900427963046,0.054438154631732044,0.043751634944385734,0.036347560401385384,0.025230984942816184,0.02725256097688581,0.036038882901359225,0.040689972689888984,0.03461059548598395,0.030043214850003663,0.047389843987066936,0.03423181157069761,0.032650754951919554,0.03674099341836788,0.040715085435653824,0.04192782178321422,0.029689543680482166,0.043108120834161705,0.03834611641850391,0.030463853341564734,0.04559846812250835,0.028046751561698877,0.05227427303832833,0.036675072460735175,0.036511839613263715,0.05019200786866034,0.04441502997834026,0.030304805951720748,0.027134321798909688,0.04906507340246314,0.04330274461383921,0.04125187037637728,0.04640730780901757,0.034530025426655085,0.030148897655097363,0.037762245079471374,0.03518923500298214,0.03417530789272672,0.04237357302054014,0.035594178028440185,0.033946154087622554,0.04409274974102481,0.030531867028011174,0.03171007335014492,0.0363967395285082,0.034462011740208645,0.029745000994046186,0.05008527869915977,0.047275790266718284,0.03274283501972397
Ki3,0.039786960206761604,0.052911508962111144,0.042894662495160565,0.025534430620808003,0.02782492230744279,0.024508993502077032,0.024616769035984472,0.02331090625621279,0.023577729179964216,0.027960949680335672,0.05447582375037931,0.043477487469786226,0.040295493308499616,0.02470571001056828,0.03856899203716686,0.032513681214619804,0.03609329385051638,0.025651623434377255,0.028227772604087098,0.029092069604160345,0.042061756427293366,0.02591949272253555,0.04490472852075464,0.03805731984220825,0.022978162374828658,0.0386370057236133,0.026669736002260146,0.026651947807343385,0.04255773315614896,0.03317184442653999,0.0526781696993795,0.04637173141918405,0.050649269114461805,0.0403090960457889,0.03362805930793458,0.02288922140024485,0.02477581642582846,0.03310696983331415,0.03736671933367514,0.031545794138266595,0.02729546191756741,0.043974510563048685,0.031476734087413284,0.030101811256788288,0.03423181157069761,0.03839634191003359,0.0384026200964748,0.02746601931588695,0.0398037020372715,0.03517877135891345,0.028227772604087098,0.04178133076625266,0.025889148154736367,0.048076259037972566,0.034014167774068994,0.03408113509610857,0.04640730780901757,0.041171300317048416,0.028283229917651122,0.024992413858050205,0.04571042911404326,0.03958396551182915,0.03803639255407088,0.042824556079900385,0.03185761073151336,0.027294415553160544,0.0346221054944595,0.03253774759597777,0.031699609706076236,0.03897288869821804,0.033241950841800164,0.03168914606200755,0.04105515386788603,0.02820056712950852,0.029281461561803515,0.03391790224863711,0.031801107053542464,0.027844803231173287,0.0464889242327533,0.0434188910630016,0.030105996714415762
Ky21,0.0459699274869466,0.06064518829327502,0.05098096663143906,0.03274388138413084,0.0335746947231843,0.029949042053385513,0.03191725350270485,0.029921836578806937,0.030318408689010035,0.03437202440121797,0.0635342004206385,0.051326266885705615,0.04841737383461164,0.03115131475687723,0.04629953227511013,0.039529554562671994,0.04334564555452082,0.03251682030784041,0.034727788299553204,0.03536711695214976,0.04999947681779657,0.03249693938410991,0.05289685986041499,0.04594062928355429,0.030028565748307506,0.04576065460557294,0.03333298454519771,0.03296780336720066,0.050389770741558454,0.04075484728311482,0.06109931044585588,0.054721719385993364,0.05930270275926294,0.048051146292207726,0.04071927089328129,0.02953468174826565,0.031724722451841075,0.04036769245257353,0.045090981385177205,0.0392386652575626,0.03439713714698281,0.05180759451286505,0.038133704443909636,0.03734893113875838,0.04095156379160606,0.045133882325858805,0.04616664399543785,0.03461687367242516,0.04755412319894527,0.04231288388494177,0.035224811392815664,0.049387353639778586,0.03246554845190386,0.05633730603019808,0.041033180215341795,0.04081553641871318,0.05289685986041499,0.048838012326172714,0.035096108570770855,0.032308593790873606,0.05339702204689805,0.0469712982243196,0.04492356308007827,0.05050591719072084,0.03931923531689146,0.03480103380803399,0.0418922453933807,0.0397011583253984,0.03912356517280708,0.04625977042764913,0.03985288116439431,0.03805836620661512,0.04759074595318566,0.03531584509621321,0.03614038024882545,0.04140673230859379,0.0386338666303927,0.03400265776559345,0.0547436930385376,0.051402651487407004,0.03771620504556917
M162W,0.0435842166392868,0.058111940064246775,0.048581653046489974,0.0295859536042022,0.031149222028063493,0.027338362858249015,0.028532264646485787,0.02707049357009072,0.02690726072261926,0.031793782502694386,0.06073726836107943,0.04833575741087591,0.04552312988521382,0.028777113917692977,0.0440069478596616,0.037001538155678096,0.040560223503437305,0.029828710146595654,0.031982128095930686,0.032841193273969595,0.04709790831755067,0.029852776527953626,0.04955163285165692,0.04316985633416694,0.027074679027718193,0.04363548849522335,0.030180288587303414,0.030938902782282958,0.047518546809111745,0.037421130282832296,0.05864244681852902,0.052503426843432496,0.0565382079963168,0.04554301080894432,0.03787315970659942,0.026796346095491214,0.028595046510897885,0.03760738314725486,0.04140359321537319,0.036819470748883004,0.031597065994203144,0.049534891021147026,0.03559940985047453,0.034230765206290745,0.038192300850694264,0.04307777626636252,0.04320961818162793,0.0313605876382509,0.04519038600382969,0.04023061871527378,0.032582741265473114,0.04676725716498028,0.02965919911268298,0.053745461394385206,0.03857317749479434,0.038038485282884615,0.05078948194498216,0.04608712030051586,0.03237242201969258,0.029012545909238352,0.049971224978811124,0.04444223545291883,0.04258912408835501,0.0480354508261047,0.03632140129121368,0.031778087036591365,0.0391361215456895,0.036796450731931905,0.03621467212171311,0.0438751059443962,0.036864464418378345,0.035146334062300534,0.045030292249578836,0.032109784553568624,0.03328275905366803,0.038082432587973086,0.035995981960677624,0.03136163400265776,0.05283198526718915,0.048762674088878195,0.03501658487584886
M37W,0.0398267220542226,0.053745461394385206,0.043871966851175594,0.026756584248030218,0.02815243436679258,0.025269700425870314,0.02582008810388306,0.02441691343427262,0.024663855434293547,0.028923604934654543,0.0551800269962017,0.04439200996138915,0.04154275968148667,0.025923678180163022,0.0395096736389415,0.033431342799443334,0.036598687859033786,0.026565099561573314,0.02986324017202231,0.03072335171446808,0.04329228096977053,0.026881101612447552,0.0453619897665561,0.039283658927057936,0.024392847052914647,0.039807887494898976,0.02762192761251033,0.027675292197260618,0.04284025154600341,0.033948246816436295,0.05311241092822987,0.047534242275214765,0.05162134164844249,0.04117234668145529,0.035010306689407654,0.02422333601900198,0.02624700478188534,0.03445782628258117,0.03843505739308772,0.033354958197741945,0.02867980202785422,0.044755098410572465,0.03300756521466166,0.031451621341648445,0.03491927298601011,0.038896504096516654,0.03923657252874886,0.028707007502432796,0.040611495359373855,0.03610689658780567,0.029399700739779634,0.042523203130722304,0.02733417740062154,0.049540122843181364,0.035311659638585735,0.035027048519917545,0.04680074082600006,0.04204187550356287,0.029235421527901307,0.026399773985288116,0.04604840481746173,0.04072764180853624,0.03903880965585075,0.04442340089359521,0.03341669369774718,0.028613881070221517,0.036485680503092005,0.03308604254517678,0.03288932603668553,0.03991880212202702,0.03452583996902761,0.032839100545155854,0.04155217696114849,0.029535728112672518,0.030154129477131707,0.03471627829107765,0.03291862424007785,0.028713285688874008,0.047929768021010996,0.044584541012252926,0.03098808190940577
MS71,0.04473207839362136,0.059287007293159916,0.05009051052119411,0.0317833188586257,0.032781550502778097,0.029606880892339565,0.03053500612123178,0.028852452154987496,0.028821061222781445,0.03320742081637351,0.061911289225585704,0.05031129341104333,0.0469911791480501,0.030469085163599075,0.044823112097018905,0.03891952411346775,0.042354738461216505,0.031149222028063493,0.03375466940116565,0.03520074501145769,0.04827506827527755,0.03158346325691385,0.05168098441963398,0.04482939028346012,0.029086837782126004,0.04508574956314286,0.03240172022308489,0.03229603741799119,0.04868210402954933,0.03949083907961787,0.05932676914062091,0.0527807134112526,0.057332398581129866,0.04627651225815903,0.039231340706714524,0.028648411095648172,0.03084263725685107,0.03975661563896243,0.044104259749500364,0.0383597191557932,0.03297617428245561,0.05046510897885297,0.03724534106247842,0.03572078812167125,0.04041268612206887,0.04486078121566617,0.04503238497839258,0.033397859138423545,0.04599713296152518,0.041529156944197385,0.03431133526561961,0.04803754355491843,0.031587648714541325,0.05468195753853237,0.03992403394406136,0.03993868304575752,0.0510458412246649,0.04748820224131256,0.03388965040965167,0.030480595172074628,0.05117245131789597,0.0460128284276282,0.0441691343427262,0.0498561248940556,0.03836809007104814,0.03364480113844447,0.04093586832550304,0.03881488767278092,0.03730289110485618,0.04500204041059339,0.03816404901170882,0.03661647605395055,0.0457784428004897,0.0342422752147663,0.03492031935041698,0.039386202638931035,0.03782816603710408,0.03291339241804351,0.053282968326549406,0.05016480239408176,0.0365024223336019
Mo17,0.087713589134552,0.11904697129822432,0.09973840889828292,0.05740145863198318,0.060540551852588186,0.05091818476702697,0.053639778589291504,0.052004311021356296,0.05073925645345248,0.058755454174470804,0.1272358191463759,0.09914198118636797,0.09433184400799423,0.05408971528424489,0.09113520074501145,0.07465496133683516,0.08398016093084577,0.05577017652167544,0.06005503876780127,0.06095072670008057,0.09571618411828103,0.05744749866588538,0.10272473291548515,0.08760162814301709,0.05101235756364512,0.08917849930416767,0.059713923971162194,0.055117245131789595,0.09714761062687692,0.07570341847251724,0.12124015109502036,0.10727118626332807,0.11837101989138737,0.09388190731304084,0.07381682344693363,0.04865594491937762,0.05530977618265337,0.07268988898073643,0.08429825571053375,0.07441743661647605,0.062408312318848164,0.10262532829683266,0.06994946059914826,0.06675700279379297,0.07520220992162731,0.08486015339702205,0.08843662693969802,0.0600309723864433,0.0925582563383524,0.07969111322709246,0.06500538877669537,0.0941539620588266,0.05365442769098766,0.10518578200043947,0.07705113582856365,0.07494585064194456,0.09625087633019075,0.09630738000816164,0.062477372369701474,0.05489960133516098,0.09917651121179462,0.08788623926168528,0.08611892977848465,0.10034111479663908,0.07095815588736934,0.06260712155615314,0.07895551904906403,0.07178164467557471,0.0730048446672038,0.08802122027017129,0.06816959474306522,0.06352478314097668,0.08865322437191976,0.06371417509861985,0.06411597903085729,0.07393506262490974,0.07267733260785401,0.06000167418305099,0.10950831336521256,0.10120541179671232,0.06860488233632245
Mo18W,0.044430725444443285,0.06012305245424772,0.049499314631313504,0.02973663007879124,0.03127060029926022,0.02786259142609005,0.028809551214305895,0.026984691688727518,0.027062122654835773,0.032083625443396914,0.062142535759503605,0.050133411461875714,0.04631104228358568,0.02849773462105913,0.04509621320721154,0.037851186054055186,0.04102271657127311,0.029461436239784866,0.03232010379934916,0.033431342799443334,0.047662945097259574,0.029971015705929745,0.05122058408061191,0.04385941047829317,0.026507549519195556,0.04427377078341303,0.030367587816132847,0.031758206112860864,0.04811288179221296,0.03784281513880024,0.06019943705594911,0.05298789356381253,0.05795812449643713,0.046342433215791734,0.03769841685065241,0.026602768680220573,0.02894348585838504,0.03699316724042315,0.04254831587648714,0.03714070462179159,0.03220918917222112,0.050623110004290095,0.03652648871495987,0.03448293902834601,0.03913193608806203,0.04402264332576463,0.04457303100377737,0.03134175307892727,0.04572193912251881,0.04085843735939478,0.032720861367179735,0.0476618987328527,0.029627808180476934,0.0543042199876529,0.03872176124056964,0.03887871590159989,0.05199907919932196,0.04658623612259205,0.032042817231529054,0.028878611265159206,0.05189653548744886,0.046000272054745786,0.04330274461383921,0.048974039699065594,0.03692619991838358,0.03178645795184631,0.03979951657964403,0.03690422626583934,0.03650974688444998,0.04441398361393339,0.037387646621812515,0.036322447655620545,0.046540196088689846,0.032481243918006886,0.03344703826554636,0.038416222833764085,0.03605457836746225,0.03131454760434869,0.05381138235201791,0.04957046741098055,0.034762318324979856
NC350,0.04767654783454886,0.06439431196308426,0.05341794933503542,0.03193294896880788,0.03388023312998985,0.0301311094601806,0.03135117035858908,0.028796994841423475,0.028646318366834435,0.03512959223179064,0.06736075505655599,0.053143801860435914,0.05038663164833785,0.030618715273781245,0.048392261088846804,0.040809258232271974,0.04427063169019243,0.031822034341679836,0.034916133892789504,0.03578775544371083,0.05127813412298967,0.032301269240025535,0.05485042220803817,0.04721614749552679,0.029077420502464188,0.04749552679216064,0.03261203946886543,0.03315719532484383,0.05218114660611704,0.04164530339335977,0.06452929297157028,0.057286358547227655,0.06251190239512813,0.04944176458893574,0.04114095574924923,0.02911927507873892,0.031084347434837657,0.04116502213060721,0.04564032269878308,0.03972836379997698,0.0340371877910201,0.053829170546934674,0.03884732496939384,0.037051763647207775,0.04156891879165838,0.0461781540039134,0.04767759419895573,0.03393673680796074,0.04912890163128211,0.04364385941047829,0.035234228672477476,0.05114943130094487,0.0321139700111961,0.05789324990321129,0.04169552888488945,0.0418493444526991,0.055658215530140526,0.05108874216534651,0.034674423714802914,0.03154788686708033,0.05587481296236227,0.049611275622848415,0.04693572183448608,0.0530088208519499,0.03982567568981574,0.0343908589605416,0.04321485000366228,0.0399920476305078,0.03900637235923783,0.047903608910839286,0.04054034257970681,0.039147631554165056,0.05011143780933148,0.03558999257081271,0.03613933388441859,0.04194665634253785,0.03948560725758352,0.03402567778254455,0.05762956607268047,0.053830216911341544,0.0372526656133265
NC358,0.048056378114242064,0.06470298946311043,0.05415145078425012,0.03209932090949994,0.034254831587648714,0.03017191767204847,0.031055049231445343,0.029091023239753478,0.02949701262961839,0.03734997750316525,0.06729588046333015,0.054483148301227385,0.05033326706358757,0.030755789011081,0.04850945390241605,0.04134813590180916,0.04505121953771621,0.03172158335862047,0.03572392721489186,0.03688434534210884,0.05209429836034697,0.032487522104448094,0.055993052140338395,0.047791647919304375,0.029136016909248816,0.04777176699557388,0.03347842919775241,0.03383942491812199,0.0521528947671316,0.04154485241030041,0.06452406114953593,0.0572288085048499,0.062467955090039655,0.05036151890257301,0.04102376293567998,0.030165639485607257,0.031261183019598404,0.04106038568992037,0.04625558497002166,0.0403090960457889,0.034368885307997366,0.05464219569107137,0.03893626594397765,0.03770992685912796,0.04233904299511348,0.0475729577582689,0.04829390283460118,0.03408218146051544,0.049463738241479975,0.04330274461383921,0.03548430976571901,0.051592043445050174,0.03275539139260639,0.058814050581255425,0.04235578482562337,0.042080590986617,0.055827726564053194,0.05119233224162647,0.03510029402839833,0.031725768816247946,0.05611024495390765,0.04892799966516339,0.04725800207180152,0.05331435925875545,0.040090405884753426,0.03455827726564053,0.04434387719867321,0.04010924044407706,0.039358997164352455,0.047987318063388754,0.04082181460515439,0.03842877920664651,0.05011457690255208,0.035242599587732425,0.03581914637591688,0.04223649928324038,0.03912251880840022,0.03383942491812199,0.057966495411692076,0.054430830080883966,0.03813056535068903
Oh43,0.03523108957925687,0.04759179231759252,0.03884732496939384,0.024206594188492084,0.025683014366583306,0.023149766137555063,0.02376188931557304,0.02232837007816342,0.022025970764578472,0.026188408375100714,0.04893009239397712,0.04046395797800542,0.03793070974897718,0.024118699578315143,0.035775199070828406,0.03144115769757976,0.03310069164687294,0.02482499555295127,0.026533708629367263,0.026954347120928333,0.041169207588234676,0.02477372369701472,0.040656489028869196,0.034823007460578224,0.022154673586623277,0.03538385878265965,0.025166110349590348,0.0255114106038569,0.03839424918121985,0.03055384068055541,0.0478471052328684,0.041863993554395254,0.04537768523265913,0.03710094277433059,0.03150812501961933,0.022250939112055165,0.023748286578283755,0.031155500214504705,0.03422448701984953,0.029231236070273833,0.025706034383534408,0.03968127740166791,0.02929715702790654,0.028313574485450303,0.031127248375519258,0.03469221190971968,0.03535874603689481,0.025790789900490746,0.036202115748830685,0.032437296612918415,0.026268978434429574,0.03778526509642248,0.024096725925770907,0.04523328694451129,0.03139721039249129,0.030594648892423276,0.041502997834025675,0.03742008391842543,0.026640437798867832,0.024000460400339024,0.04072136362209503,0.035893438248804525,0.0345195617825864,0.03918425430840545,0.029921836578806937,0.026085864663227615,0.03218616915527001,0.029896723833042094,0.029167407841454863,0.035371302409777226,0.030657430756835375,0.028991618621100983,0.03725371197773337,0.026848664315834634,0.02712699724806161,0.031011101926356872,0.029162176019420522,0.025173434900438427,0.042374619384947,0.03939875901181345,0.028197428036287917
Oh7B,0.04230555933409369,0.05608094675051534,0.04645962602936098,0.02957339723131978,0.0306302252822568,0.027678431290481222,0.028583536502422333,0.026728332409044774,0.026804717010746163,0.031047724680597265,0.058514790360891085,0.04711151105483996,0.04504494135127499,0.028451694587156923,0.04268225052056629,0.035972961943726525,0.03984764934235997,0.029684311858447825,0.03208048635017631,0.03317916897738807,0.045819251012357565,0.029488641714363443,0.04881394594481474,0.041582521528947675,0.02688319434126129,0.0424803021900407,0.030210633155102595,0.02982452468896818,0.04594586110558863,0.03726103652858145,0.05678305726752399,0.05048185080936287,0.054207954462221014,0.044403519969864705,0.037661794096412016,0.026406052171729328,0.028808504849899025,0.036633217884460445,0.040745430003453,0.03609957203695759,0.030733815358536764,0.04775083970743651,0.03621467212171311,0.03414810241814815,0.037386600257405644,0.04152601785097678,0.042439493978172836,0.03142755496029047,0.04349004384266865,0.03948665362199039,0.03201979721457795,0.045646600885224285,0.02993753204490996,0.051592043445050174,0.03755611129131831,0.03774654961336835,0.048623507622764704,0.044857642122445564,0.03172890790946855,0.028494595527838524,0.04839016836003306,0.043461792003683206,0.04176458893574276,0.046309995919178816,0.03577833816404901,0.03162950329081606,0.039016836003306514,0.03576996724879407,0.036092247486109515,0.04268329688497316,0.0358714645962603,0.03481882200295075,0.043837436825748935,0.03153951595182538,0.03245822390105578,0.03714175098619845,0.03578880180811769,0.030835312706002992,0.050244326089003755,0.047369963063336434,0.0343280770961295
P39,0.0480354508261047,0.06328725842061757,0.053571764902845063,0.03368665571471921,0.03462733731649384,0.030659523485649112,0.032318011070535425,0.03039688601952516,0.030199123146627045,0.03550209796063577,0.06697987841245592,0.054087622555431154,0.05128755140265149,0.03155311868911467,0.048975086063472464,0.04172168799506116,0.045914470173382585,0.03304314160449518,0.035869371867446556,0.036744132511588486,0.05291046259770427,0.033921041341857715,0.0551831660894223,0.048075212673565695,0.03049733700258452,0.048810806851594134,0.03440655442664462,0.03377245759608241,0.05279536251294876,0.041977000910337035,0.06386903703083636,0.05728531218282079,0.061999183835762646,0.05036884345342109,0.041650535215394115,0.02982557105337505,0.03219454007052496,0.04204187550356287,0.04660088522428821,0.04089192102041457,0.03521225501993324,0.05448524103004112,0.03974719835930061,0.03885255679142818,0.04290512613922925,0.04751959317351861,0.048255187351547046,0.03544454791825801,0.050065397775429274,0.04373593947828271,0.036769245257353325,0.05187770092812523,0.03310696983331415,0.05860582406428863,0.042533666774790986,0.04276909876633636,0.05468195753853237,0.05143299605520619,0.03615712207933535,0.03245299207902144,0.05478764034362607,0.049183312580439266,0.04691060908872124,0.05375173958082642,0.04036978518138727,0.03551360796911132,0.04385208592744509,0.04095993470686101,0.040715085435653824,0.0485774675888625,0.04105410750347916,0.03880965585074658,0.04942816185164645,0.03650032960478816,0.036872835333633294,0.0425200640375017,0.04013121409662129,0.03456874090970922,0.05749667779300819,0.05398403247915119,0.03919367158806726
Tx303,0.04870407768209357,0.06497504420889619,0.05432933273341774,0.03357260199437056,0.03494752482499555,0.0310696983331415,0.03246659481631073,0.030185520409337755,0.030606158900898826,0.03506576400297168,0.06789126181083824,0.05428224633510866,0.0509003965721102,0.0315290523077567,0.04940304910588161,0.041742615283198524,0.04575437641913173,0.0333267063587565,0.040945285605164854,0.04105306113907229,0.052466804089192104,0.035500005231822035,0.057382624072659545,0.049792296665236636,0.03106865196873463,0.04969289204658414,0.03473511285040128,0.038492607435465474,0.053609434021492326,0.04331006916468729,0.06754805428538543,0.059954587784741914,0.06413899904780838,0.050708911885653296,0.04712197469890864,0.03205641996881834,0.03348261465537988,0.0463664995971497,0.05015433875001308,0.041248731283156675,0.036110035681026276,0.05532756437757013,0.044283188063074845,0.041650535215394115,0.04663227615649426,0.0511912858772196,0.050364657995793614,0.03812428716424782,0.05035000889409746,0.04752063953792548,0.0372129037658655,0.055050277809750026,0.03631930856239994,0.058848580606682084,0.043177180885015015,0.04298360346974437,0.05683014366583306,0.05166424258912409,0.036168632087810904,0.03244252843495276,0.056035953081019996,0.04919586895332168,0.04756667957182768,0.05398821793677866,0.04084169552888489,0.035413156986051963,0.04402892151220584,0.04100074291872888,0.04062509809666314,0.04893532421601147,0.040920172859400014,0.03886825225753121,0.050315478868670806,0.03672425158785799,0.037094664587889375,0.0420837300798376,0.04003076311356193,0.03552825707080748,0.0582961001998556,0.05456162563174251,0.038554342935470706
