,10NN0001:D29P8ACXX:5:250201649,10NN0003:D29P8ACXX:5:250201650,10NN0005:D29P8ACXX:5:250201651,10NN0007:D29P8ACXX:5:250201652,10NN0009:D29P8ACXX:5:250201653,10NN0011:D29P8ACXX:5:250201654,10NN0013:D29P8ACXX:5:250201655,10NN0015:D29P8ACXX:5:250201656,10NN0017:D29P8ACXX:5:250201657,10NN0019:D29P8ACXX:5:250201658,10NN0021:D29P8ACXX:5:250201659,10NN0023:D29P8ACXX:5:250201660,10NN0025:D29P8ACXX:5:250201661,10NN0027:D29P8ACXX:5:250201662,10NN0031:D29P8ACXX:5:250201664,10NN0033:D29P8ACXX:5:250201665,10NN0035:D29P8ACXX:5:250201666,10NN0037:D29P8ACXX:5:250201667,10NN0039:D29P8ACXX:5:250201668,10NN0041:D29P8ACXX:5:250201669,10NN0043:D29P8ACXX:5:250201670,10NN0045:D29P8ACXX:5:250201671,10NN0047:D29P8ACXX:5:250201672,10NN0049:D29P8ACXX:5:250201673,10NN0051:D29P8ACXX:5:250201674,10NN0053:D29P8ACXX:5:250201675,10NN0055:D29P8ACXX:5:250201676,10NN0057:D29P8ACXX:5:250201677,10NN0059:D29P8ACXX:5:250201678,10NN0061:D29P8ACXX:5:250201679,10NN0067:D29P8ACXX:5:250201682,10NN0069:D29P8ACXX:5:250201683,10NN0071:D29P8ACXX:5:250201684,10NN0073:D29P8ACXX:5:250201685,10NN0075:D29P8ACXX:5:250201686,10NN0077:D29P8ACXX:5:250201687,10NN0079:D29P8ACXX:5:250201688,10NN0081:D29P8ACXX:5:250201689,10NN0085:D29P8ACXX:5:250201691,10NN0087:D29P8ACXX:5:250201692,10NN0089:D29P8ACXX:5:250201693,10NN0091:D29P8ACXX:5:250201694,10NN0093:D29P8ACXX:5:250201695,10NN0095:D29P8ACXX:5:250201696,10NN0097:D29P8ACXX:5:250201697,10NN0099:D29P8ACXX:5:250201698,10NN0101:D29P8ACXX:5:250201699,10NN0103:D29P8ACXX:5:250201700,10NN0105:D29P8ACXX:5:250201701,10NN0107:D29P8ACXX:5:250201702,10NN0109:D29P8ACXX:5:250201703,10NN0111:D29P8ACXX:5:250201850,10NN0113:D29P8ACXX:5:250201705,10NN0115:D29P8ACXX:5:250201706,10NN0117:D29P8ACXX:5:250201707,10NN0119:D29P8ACXX:5:250201708,10NN0121:D29P8ACXX:5:250201709,10NN0123:D29P8ACXX:5:250201710,10NN0125:D29P8ACXX:5:250201711,10NN0127:D29P8ACXX:5:250201712,10NN0129:D29P8ACXX:5:250201713,10NN0133:D29P8ACXX:5:250201715,10NN0135:D29P8ACXX:5:250201716,10NN0137:D29P8ACXX:5:250201717,10NN0139:D29P8ACXX:5:250201718,10NN0143:D29P8ACXX:5:250201720,10NN0145:D29P8ACXX:5:250201721,10NN0147:D29P8ACXX:5:250201722,10NN0149:D29P8ACXX:5:250201723,10NN0151:D29P8ACXX:5:250201724,10NN0155:D29P8ACXX:5:250201726,10NN0157:D29P8ACXX:5:250201727,10NN0159:D29P8ACXX:5:250201728,10NN0161:D29P8ACXX:5:250201729,10NN0163:D29P8ACXX:5:250201730,10NN0165:D29P8ACXX:5:250201731,10NN0167:D29P8ACXX:5:250201732,10NN0169:D29P8ACXX:5:250201733,10NN0171:D29P8ACXX:5:250201734,10NN0173:D29P8ACXX:5:250201735,10NN0175:D29P8ACXX:5:250201736,10NN0177:D29P8ACXX:5:250201737,10NN0179:D29P8ACXX:5:250201738,10NN0181:D29P8ACXX:5:250201739,10NN0185:D29P8ACXX:5:250201741,10NN0187:D29P8ACXX:5:250201742,10NN0189:D29P8ACXX:5:250201743,10NN0191:D29P8ACXX:5:250201744,10NN0193:D29P8ACXX:5:250201776,10NN0195:D29P8ACXX:5:250201777,10NN0197:D29P8ACXX:5:250201778,10NN0199:D29P8ACXX:5:250201779,10NN0201:D29P8ACXX:5:250201780,10NN0205:D29P8ACXX:5:250201782,10NN0207:D29P8ACXX:5:250201783,10NN0209:D29P8ACXX:5:250201784,10NN0211:D29P8ACXX:5:250201785,10NN0215:D29P8ACXX:5:250201787,10NN0219:D29P8ACXX:5:250201789,10NN0221:D29P8ACXX:5:250201790,10NN0223:D29P8ACXX:5:250201791,10NN0225:D29P8ACXX:5:250201792,10NN0227:D29P8ACXX:5:250201793,10NN0229:D29P8ACXX:5:250201794,10NN0231:D29P8ACXX:5:250201795,10NN0233:D29P8ACXX:5:250201796,10NN0237:D29P8ACXX:5:250201798,10NN0239:D29P8ACXX:5:250201799,10NN0241:D29P8ACXX:5:250201800,10NN0243:D29P8ACXX:5:250201801,10NN0245:D29P8ACXX:5:250201802,10NN0247:D29P8ACXX:5:250201803,10NN0249:D29P8ACXX:5:250201804,10NN0251:D29P8ACXX:5:250201805,10NN0253:D29P8ACXX:5:250201806,10NN0255:D29P8ACXX:5:250201807,10NN0257:D29P8ACXX:5:250201808,10NN0259:D29P8ACXX:5:250201809,10NN0261:D29P8ACXX:5:250201810,10NN0263:D29P8ACXX:5:250201811,10NN0265:D29P8ACXX:5:250201812,10NN0269:D29P8ACXX:5:250201814,10NN0271:D29P8ACXX:5:250201815,10NN0279:D29P8ACXX:5:250201819,10NN0281:D29P8ACXX:5:250201820,10NN0283:D29P8ACXX:5:250201821,10NN0285:D29P8ACXX:5:250201822,10NN0287:D29P8ACXX:5:250201823,10NN0289:D29P8ACXX:5:250201824,10NN0291:D29P8ACXX:5:250201825,10NN0293:D29P8ACXX:5:250201826,10NN0295:D29P8ACXX:5:250201827,10NN0299:D29P8ACXX:5:250201829,10NN0301:D29P8ACXX:5:250201830,10NN0305:D29P8ACXX:5:250201832,10NN0307:D29P8ACXX:5:250201833,10NN0309:D29P8ACXX:5:250201834,10NN0311:D29P8ACXX:5:250201835,10NN0313:D29P8ACXX:5:250201836,10NN0315:D29P8ACXX:5:250201837,10NN0317:D29P8ACXX:5:250201838,10NN0319:D29P8ACXX:5:250201839,10NN0321:D29P8ACXX:5:250201840,10NN0323:D29P8ACXX:5:250201841,10NN0325:D29P8ACXX:5:250201842,10NN0327:D29P8ACXX:5:250201843,10NN0329:D29P8ACXX:5:250201844,10NN0331:D29P8ACXX:5:250201845,10NN0333:D29P8ACXX:5:250201846,10NN0335:D29P8ACXX:5:250201847,10NN0339:D29P8ACXX:5:250201849,10NN0343:D29P8ACXX:5:250201851,10NN0347:D29P8ACXX:5:250201853,10NN0349:D29P8ACXX:5:250201854,10NN0351:D29P8ACXX:5:250201855,10NN0353:D29P8ACXX:5:250201856,10NN0355:D29P8ACXX:5:250201857,10NN0357:D29P8ACXX:5:250201858,10NN0359:D29P8ACXX:5:250201859,10NN0361:D29P8ACXX:5:250201860,10NN0365:D29P8ACXX:5:250201862,10NN0367:D29P8ACXX:5:250201863,10NN0369:D29P8ACXX:5:250201864,10NN0371:D29P8ACXX:5:250201865,10NN0373:D29P8ACXX:5:250201866,10NN0379:D29P8ACXX:5:250201869,10NN0381:D29P8ACXX:5:250201870,10NN0383:D29P8ACXX:5:250201871,10NN0385:D29P8ACXX:5:250201903,10NN0387:D29P8ACXX:5:250201904,10NN0389:D29P8ACXX:5:250201905,10NN0391:D29P8ACXX:5:250201906,10NN0393:D29P8ACXX:5:250201907,10NN0395:D29P8ACXX:5:250201908,10NN0397:D29P8ACXX:5:250201909,10NN0399:D29P8ACXX:5:250201910,10NN0401:D29P8ACXX:5:250201911,10NN0403:D29P8ACXX:5:250201867,10NN0405:D29P8ACXX:5:250201913,10NN0407:D29P8ACXX:5:250201914,10NN0409:D29P8ACXX:5:250201915,10NN0411:D29P8ACXX:5:250201916,10NN0413:D29P8ACXX:5:250201917,10NN0415:D29P8ACXX:5:250201918,10NN0417:D29P8ACXX:5:250201919,10NN0419:D29P8ACXX:5:250201920,10NN0421:D29P8ACXX:5:250201921,10NN0423:D29P8ACXX:5:250201922,10NN0425:D29P8ACXX:5:250201923,10NN0427:D29P8ACXX:5:250201924,10NN0429:D29P8ACXX:5:250201925,10NN0431:D29P8ACXX:5:250201926,10NN0433:D29P8ACXX:5:250201927,10NN0435:D29P8ACXX:5:250201928,10NN0441:D29P8ACXX:5:250201931,10NN0443:D29P8ACXX:5:250201932,10NN0445:D29P8ACXX:5:250201933,10NN0447:D29P8ACXX:5:250201934,10NN0449:D29P8ACXX:5:250201935,10NN0451:D29P8ACXX:5:250201936,10NN0453:D29P8ACXX:5:250201937,10NN0455:D29P8ACXX:5:250201938,10NN0457:D29P8ACXX:5:250201939,10NN0459:D29P8ACXX:5:250201940,10NN0461:D29P8ACXX:5:250201941,10NN0463:D29P8ACXX:5:250201942,10NN0465:D29P8ACXX:5:250201943,10NN0467:D29P8ACXX:5:250201944,10NN0469:D29P8ACXX:5:250201945,10NN0471:D29P8ACXX:5:250201946,10NN0473:D29P8ACXX:5:250201947,10NN0475:D29P8ACXX:5:250201948,10NN0477:D29P8ACXX:5:250201949,10NN0479:D29P8ACXX:5:250201950,10NN0481:D29P8ACXX:5:250201951,10NN0483:D29P8ACXX:5:250201952,10NN0485:D29P8ACXX:5:250201953,10NN0487:D29P8ACXX:5:250201954,10NN0489:D29P8ACXX:5:250201955,10NN0491:D29P8ACXX:5:250201956,10NN0493:D29P8ACXX:5:250201957,10NN0495:D29P8ACXX:5:250201958,10NN0497:D29P8ACXX:5:250201959,10NN0499:D29P8ACXX:5:250201960,10NN0501:D29P8ACXX:5:250201961,10NN0503:D29P8ACXX:5:250201962,10NN0505:D29P8ACXX:5:250201963,10NN0507:D29P8ACXX:5:250201964,10NN0509:D29P8ACXX:5:250201965,10NN0511:D29P8ACXX:5:250201966,10NN0513:D29P8ACXX:5:250201967,10NN0515:D29P8ACXX:5:250201968,10NN0517:D29P8ACXX:5:250201969,10NN0519:D29P8ACXX:5:250201970,10NN0523:D29P8ACXX:5:250201972,10NN0525:D29P8ACXX:5:250201973,10NN0529:D29P8ACXX:5:250201975,10NN0531:D29P8ACXX:5:250201976,10NN0533:D29P8ACXX:5:250201977,10NN0535:D29P8ACXX:5:250201978,10NN0537:D29P8ACXX:5:250201979,10NN0539:D29P8ACXX:5:250201980,10NN0541:D29P8ACXX:5:250201981,10NN0543:D29P8ACXX:5:250201982,10NN0545:D29P8ACXX:5:250201983,10NN0547:D29P8ACXX:5:250201984,10NN0549:D29P8ACXX:5:250201985,10NN0551:D29P8ACXX:5:250201986,10NN0553:D29P8ACXX:5:250201987,10NN0555:D29P8ACXX:5:250201988,10NN0557:D29P8ACXX:5:250201989,10NN0559:D29P8ACXX:5:250201990,10NN0561:D29P8ACXX:5:250201991,10NN0563:D29P8ACXX:5:250201992,10NN0565:D29P8ACXX:5:250201993,10NN0567:D29P8ACXX:5:250201994,10NN0569:D29P8ACXX:5:250201995,10NN0571:D29P8ACXX:5:250201996,10NN0573:D29P8ACXX:5:250201997,10NN0575:D29P8ACXX:5:250201998,10NN0577:D29P8ACXX:5:250202030,10NN0579:D29P8ACXX:5:250202031,10NN0581:D29P8ACXX:5:250202032,10NN0585:D29P8ACXX:5:250202034,10NN0587:D29P8ACXX:5:250202035,10NN0589:D29P8ACXX:5:250202036,10NN0591:D29P8ACXX:5:250202037,10NN0593:D29P8ACXX:5:250202038,10NN0595:D29P8ACXX:5:250202039,10NN0597:D29P8ACXX:5:250202040,10NN0599:D29P8ACXX:5:250202041,10NN0601:D29P8ACXX:5:250202042,10NN0603:D29P8ACXX:5:250202043,10NN0605:D29P8ACXX:5:250202044,10NN0607:D29P8ACXX:5:250202045,10NN0609:D29P8ACXX:5:250202046,10NN0611:D29P8ACXX:5:250202047,10NN0613:D29P8ACXX:5:250202048,10NN0615:D29P8ACXX:5:250202049,10NN0617:D29P8ACXX:5:250202050,10NN0619:D29P8ACXX:5:250202051,10NN0621:D29P8ACXX:5:250202052,10NN0623:D29P8ACXX:5:250202053,10NN0625:D29P8ACXX:5:250202054,10NN0627:D29P8ACXX:5:250202055,10NN0629:D29P8ACXX:5:250202056,10NN0631:D29P8ACXX:5:250202057,10NN0633:D29P8ACXX:5:250202058,10NN0635:D29P8ACXX:5:250202059,10NN0637:D29P8ACXX:5:250202060,10NN0639:D29P8ACXX:5:250202061,10NN0641:D29P8ACXX:5:250202062,10NN0643:D29P8ACXX:5:250202063,10NN0645:D29P8ACXX:5:250202064,10NN0647:D29P8ACXX:5:250202065,10NN0649:D29P8ACXX:5:250202066,10NN0651:D29P8ACXX:5:250202067,10NN0653:D29P8ACXX:5:250202068,10NN0657:D29P8ACXX:5:250202070,10NN0659:D29P8ACXX:5:250202071,10NN0661:D29P8ACXX:5:250202072,10NN0663:D29P8ACXX:5:250202073,10NN0665:D29P8ACXX:5:250202074,10NN0667:D29P8ACXX:5:250202075,10NN0669:D29P8ACXX:5:250202076,10NN0671:D29P8ACXX:5:250202077,10NN0673:D29P8ACXX:5:250202078,10NN0675:D29P8ACXX:5:250202079,10NN0677:D29P8ACXX:5:250202080,10NN0679:D29P8ACXX:5:250202081,10NN0681:D29P8ACXX:5:250202082,10NN0683:D29P8ACXX:5:250202083,10NN0685:D29P8ACXX:5:250202084,10NN0687:D29P8ACXX:5:250202085,10NN0695:D29P8ACXX:5:250202089,10NN0699:D29P8ACXX:5:250202091,10NN0701:D29P8ACXX:5:250202092,10NN0703:D29P8ACXX:5:250202093,10NN0709:D29P8ACXX:5:250202096,10NN0711:D29P8ACXX:5:250202097,10NN0717:D29P8ACXX:5:250202100,10NN0723:D29P8ACXX:5:250202103,10NN0725:D29P8ACXX:5:250202104,10NN0727:D29P8ACXX:5:250202105,10NN0731:D29P8ACXX:5:250202107,10NN0735:D29P8ACXX:5:250202109,10NN0737:D29P8ACXX:5:250202110,10NN0739:D29P8ACXX:5:250202111,10NN0741:D29P8ACXX:5:250202112,10NN0743:D29P8ACXX:5:250202113,10NN0745:D29P8ACXX:5:250202114,10NN0747:D29P8ACXX:5:250202115,10NN0749:D29P8ACXX:5:250202116,10NN0751:D29P8ACXX:5:250202117,10NN0753:D29P8ACXX:5:250202118,10NN0755:D29P8ACXX:5:250202119,10NN0757:D29P8ACXX:5:250201868,10NN0757:D29P8ACXX:5:250202120,10NN0759:D29P8ACXX:5:250202121,10NN0761:D29P8ACXX:5:250202122,10NN0763:D29P8ACXX:5:250202123,10NN0765:D29P8ACXX:5:250202124,10NN0767:D29P8ACXX:5:250202125
B73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B97,0.06630183427680524,0.0643200200901966,0.06810995197187372,0.06529104625977043,0.06554845190386004,0.0745314903368247,0.0578597662421915,0.06778871809896514,0.06842281492952736,0.0639799516579644,0.06266676432734464,0.0680482164718685,0.07483075055718905,0.06660841904801766,0.06146239889503918,0.06843641766681664,0.061852692818801076,0.06284778536973286,0.06935094015841957,0.06852535864140046,0.06354780315792778,0.07366719333675145,0.06616162144628489,0.060702738335652776,0.06789021544643137,0.06509432975127918,0.07716414318450543,0.06592095763270517,0.06366813506471763,0.06118720505603281,0.0703711454551162,0.07079283031108413,0.06391821615795917,0.0771819313794222,0.06975274409065702,0.06743086147181618,0.06019839069154224,0.06963450491268089,0.06558926011572791,0.07306448743839529,0.07217926315018468,0.06906946813297199,0.07492701608262094,0.07008758070085488,0.060556247318691206,0.06923270098044344,0.06809216377695697,0.08012221536272222,0.06474798313260575,0.06772593623455304,0.06891879165838295,0.06473542675972334,0.06665027362429239,0.06736180142096286,0.06428339733595621,0.07224623047222425,0.062495160564618235,0.07353221232826544,0.06303089914093482,0.0681141374295012,0.06568343291234606,0.06452406114953593,0.07382937981981605,0.07224518410781738,0.06735656959892852,0.07177641285354038,0.06135985518316609,0.07211648128577258,0.07329364124349946,0.06614697234458873,0.06643367619207065,0.06927246282790445,0.06640019253105087,0.06620033692933901,0.06872939970073978,0.06396530255626824,0.0647730958783706,0.06056147914072555,0.07050612646360221,0.06387217612405696,0.06463916123429145,0.06439326559867739,0.06690767926838201,0.0632433111155291,0.06387531521727757,0.06806391193797152,0.06666073726836108,0.07580805491320407,0.06286557356464963,0.06628927790392282,0.06762234615827308,0.0717523464721824,0.07005095794661449,0.06187571283575218,0.06370998964099238,0.06635519886155553,0.06323807929349476,0.06900877899737362,0.06294091180194414,0.06354466406470717,0.0688078770312549,0.06436292103087822,0.07141123167554332,0.06389310341219433,0.06749887515826261,0.06267094978497212,0.06273791710701168,0.06481808954786594,0.06501166696313658,0.08102104238822212,0.09193566951626574,0.06214986031035168,0.06231518588663688,0.06464857851395327,0.06376230786133578,0.07191244022643326,0.060932938505163806,0.0712040515229834,0.06582155301405268,0.06979041320930428,0.0642938609800249,0.07277778359091337,0.0723602841925729,0.07025813809917442,0.06349862403080497,0.06931431740417918,0.06504305789534263,0.06738168234469337,0.0604505645135975,0.06668061819209158,0.06331864935282361,0.0718119892433739,0.06740574872605133,0.0623873850307108,0.06279232805616884,0.07106697778568365,0.06334690119180907,0.06776151262438657,0.060085383335600456,0.07952578765080727,0.061601565361152674,0.06608419048017662,0.06723414496332493,0.06012619154746832,0.06810890560746685,0.07059088198055855,0.07286463183668344,0.061113959547552034,0.0688047379380343,0.06760141887013571,0.07379798888761,0.0736295242181042,0.07676652470989546,0.075427178269104,0.0750170034216116,0.0645847502851343,0.06419550272577929,0.06342851761554479,0.07097489771787922,0.06329039751383816,0.0664022852598646,0.06444872291224142,0.061971978361184066,0.0688507779719365,0.06941790748045915,0.06997561970931997,0.06676432734464105,0.07317958752315082,0.06352687586979042,0.06692023564126443,0.07278196904854084,0.05852525400495977,0.0721028785484833,0.06419340999696554,0.07138821165859222,0.06814657472611411,0.06879741338718622,0.07234458872646989,0.06414632359865646,0.0542215571995103,0.06933210559909594,0.07902667182873108,0.07456288126903075,0.10031809477968798,0.07195115570948739,0.0717094455315008,0.07471565047243353,0.05617093408950601,0.07258734526886333,0.06969100859065178,0.07567725936234553,0.07572643848946835,0.07282905544684992,0.07143215896368069,0.07460473584530548,0.06712636942941749,0.07604871872678379,0.07799914198118636,0.07030417813307663,0.0719804539128797,0.07504944071822453,0.06421329092069604,0.07816551392187843,0.0761010369471272,0.06590630853100901,0.06549299459029602,0.07458066946394751,0.06681455283617073,0.06844897403969906,0.05927549728468436,0.06959892852284737,0.07527022360807374,0.07633542257426572,0.06407098536136195,0.07205056032813988,0.08116648704077682,0.09118333350772741,0.05074553463989369,0.08173361654929946,0.0608241166068495,0.06867812784480323,0.06787765907354895,0.060676579225481066,0.07463926587073214,0.07136937709926859,0.06557356464962488,0.07087130764159927,0.07587711496405738,0.07148970900605844,0.06413899904780838,0.06334794755621592,0.06842700038715482,0.06797601732779458,0.06360430683589867,0.06751875608199312,0.06541137816656029,0.0643733846749469,0.0798323724220197,0.06584143393778318,0.07732005148112882,0.06999654699745733,0.07125741610773367,0.06301311094601807,0.07219181952306711,0.07128671431112599,0.07035649635342005,0.06755537883623351,0.06391403070033169,0.07731691238790821,0.0659031694377884,0.07791857192185751,0.06566041289539495,0.06522303257332399,0.07331456853163683,0.07368079607404074,0.058532578555807846,0.07690464481160209,0.06460044575123733,0.07205683851458108,0.06811204470068746,0.06389310341219433,0.07616277244713243,0.07697579759126913,0.07860603333717,0.07264280258242736,0.06779708901422009,0.057236133055697976,0.06831922485324739,0.07458590128598186,0.059834255877952054,0.07351651686216241,0.06825853571764903,0.05755108874216534,0.06045684270003872,0.05998702508135483,0.06767675710743024,0.07193441387897749,0.07943266121859599,0.06741098054808567,0.0743598865740983,0.0719406920654187,0.07072272389582396,0.0677573271667591,0.06326319203925959,0.06486099048854754,0.07442057570969667,0.08088501501532924,0.0775157216252132,0.07495422155719951,0.0640887735562787,0.06765582981929287,0.07299438102313512,0.05703732381839299,0.08279044460023648,0.07368184243844761,0.06964392219234271,0.06799799098033882,0.06997248061609937,0.0735667423536921,0.06300683275957684,0.06851280226851804,0.0787483388965041,0.07883518714227417,0.07033766179409641,0.06171247998828072,0.0769569630319455,0.07679582291328778,0.06994213604830019,0.07161631909928952,0.07694649938787682,0.07773964360828302,0.06950894118385668,0.07295252644686039,0.06127300693739602,0.08427837478680325,0.07828166037104081,0.06458893574276177,0.0663625234124036,0.06368487689522753,0.06698197114126966,0.05809624459814375,0.05645763793698794,0.07727191871841288,0.06389519614100807,0.0574998168862288,0.06897948079398131,0.06446755747156505,0.06615952871747115,0.07290334731973758,0.07650597997258525,0.07300065920957632,0.0664054243530852,0.06553275643775701,0.05684688549634296,0.06475112222582637,0.06741935146334062,0.06931536376858605,0.0688047379380343,0.07572539212506148,0.07771662359133191,0.06148541891199029,0.0646872939970074,0.06793311638711298
